id,source,tokens,labels,nested-labels,ds_type
293,http://www.sportal.de/sportal/generated/article/tnt_fussball/2010/07/28/17347300000.html [2010-07-28] ,"['Die', 'Münchner', 'Löwen', 'trauern', 'um', 'Karl-Heinz', 'Wildmoser', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O']",train
294,http://www.netzwelt.de/news/75685-logitech-mx-620-cordless-laser.html [2007-06-15] ,"['Liegt', 'das', 'Eingabegerät', 'erst', 'einmal', 'auf', 'dem', 'Rücken', ',', 'fällt', 'ein', 'unscheinbarer', 'Schalter', 'positiv', 'auf', ',', 'der', 'die', 'Stromzufuhr', 'bei', 'Nichtgebrauch', 'komplett', 'kappt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
295,fr-aktuell.de vom 06.08.2005 [2005-08-06] ,"['Der', 'adidas-Vorstandsvorsitzende', 'Herbert', 'Hainer', 'hat', 'auf', 'die', 'Gesichter', 'seiner', 'Aktionäre', 'ein', 'freundliches', 'Lächeln', 'gezaubert', '.']","['O', 'B-ORGpart', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
296,http://de.wikipedia.org/wiki/Flipperautomat [2010-01-13] ,"['Der', 'Hauptzweck', 'des', 'Kugel-Tilts', 'liegt', 'darin', 'zu', 'verhindern', ',', 'dass', 'Spieler', 'durch', 'Unterlegen', 'von', 'Bierdeckeln', 'und', 'ähnliches', 'unter', 'die', 'Vorderfüße', 'die', 'Neigung', 'und', 'somit', 'Geschwindigkeit', 'des', 'Flippers', 'herabsetzen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
297,http://www.wz-newsline.de/sro.php?redid=165615 [2007-07-08] ,"['Ioanna', 'Danovska', 'erklärt', 'am', '13.', 'September', '""', 'Die', 'Kraft', 'des', 'Pinselstrichs', '""', ',', 'Anita', 'Herzog-Graf', 'gibt', 'am', '6.', 'Oktober', 'Tipps', 'zum', '""', 'Linolschnitt', 'in', 'Farbe', '""', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
298,http://de.wikipedia.org/wiki/Monika_Balt [2009-11-10] ,"['Sie', 'ist', 'konfessionslos', 'und', 'hat', 'zwei', 'Kinder', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
299,http://www.pressetext.com/pte.mc?id=115887 [2008-11-10] ,"['Der', 'diesjährige', 'Preis', 'geht', 'an', 'Manfred', 'Buchinger', ',', 'der', 'das', 'Gasthaus', 'zur', 'Alten', 'Schule', 'www.buchingers.at', 'betreibt', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-OTH', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
300,http://steiermark.orf.at/stories/322057/ [2008-11-14] ,"['Der', '45-Jährige', 'dürfte', 'so', 'betrunken', 'gewesen', 'sein', ',', 'dass', 'er', 'die', 'Bahngleise', 'mit', 'der', 'Straße', 'verwechselte', '-', 'er', 'fuhr', '60', 'Meter', 'über', 'die', 'Gleise', 'und', 'krachte', 'dann', 'gegen', 'einen', 'Blumentrog', 'aus', 'Beton', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
301,http://de.wikipedia.org/wiki/Dimona [2009-12-26] ,"['Die', 'Güterbahn', 'erschließt', 'drei', 'Industriegebiete', 'und', 'Phosphatminen', 'östlich', 'und', 'südostlich', 'der', 'Stadt', 'mit', 'zwei', 'Zweiglinien', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
302,sueddeutsche.de vom 30.03.2006 [2006-03-30] ,"['""', 'Der', 'Job', 'des', 'Bundestrainers', 'ist', 'definitiv', 'kein', 'Thema', 'für', 'mich', '""', ',', 'schloss', 'Sammer', 'in', 'mehreren', 'Interviews', 'noch', 'einmal', 'ein', 'Interesse', 'kategorisch', 'aus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
303,http://de.wikipedia.org/wiki/Mill_Hill_East_(London_Underground) [2009-11-30] ,"['Im', 'Rahmen', 'des', 'Northern', 'Heights', '-Projekts', 'sollten', 'die', 'Eisenbahnstrecken', 'nach', 'Edgware', 'und', 'High', 'Barnet', 'in', 'das', 'U-Bahn-Netz', 'integriert', 'werden', '.']","['O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
304,http://de.wikipedia.org/wiki/Norwegische_Sprache [2010-01-12] ,"['Von', 'einer', 'Plansprache', 'unterscheidet', 'sich', 'Nynorsk', 'durch', 'seine', 'Verankerung', 'in', 'engverwandten', ',', 'lebendigen', 'Dialekten', '.']","['O', 'O', 'O', 'O', 'O', 'B-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
305,http://www.fr-online.de/in_und_ausland/kultur_und_medien/feuilleton/?cnt=1258634 [2007-12-15] ,"['Laut', 'New', 'York', 'Times', 'wurde', '""', 'der', 'CIA', 'niemals', 'der', 'ausdrückliche', 'Befehl', 'gegeben', ',', 'die', 'Bänder', 'nicht', 'zu', 'vernichten', '""', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
306,http://de.wikipedia.org/wiki/Eleonorenfalke [2009-11-13] ,"['Helbig', 'et', 'al', '.', '(', '1994', ')', 'S.', '593.', 'Wink', '&', 'Seibold', 'et', 'al', '.', '(', '1998', ')', 'S.', '32', 'Inwieweit', 'noch', 'andere', 'Falken', ',', 'wie', 'der', 'Afrikanische', 'Baumfalke', '(', 'Falco', 'cuvieri', ')', 'oder', 'der', 'Malaienbaumfalke', '(', 'Falco', 'serverus', ')', 'dieser', 'Gruppe', 'zuzuzählen', 'sind', ',', 'ist', 'Gegenstand', 'der', 'Forschung', '.']","['B-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
307,http://de.wikipedia.org/wiki/Maudach [2009-12-22] ,"['Die', 'Errichtung', 'der', 'Poststation', 'Maudach', 'musste', 'um', '1520', 'erfolgt', 'sein', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
308,http://de.wikipedia.org/wiki/Der_schwarze_Hengst [2009-08-14] ,"['Zudem', 'wurde', 'von', '1990', 'bis', '1993', 'eine', 'Fernsehserie', 'mit', 'dem', 'Titel', 'Black', ',', 'der', 'schwarze', 'Blitz', 'produziert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
309,welt.de vom 26.01.2006 [2006-01-26] ,"['Marty', 'merkt', 'dazu', 'an', ',', 'es', 'sei', '""', 'höchst', 'unwahrscheinlich', '""', ',', 'daß', 'europäische', 'Regierungen', '-', 'zumindest', 'aber', 'ihre', 'Geheimdienste', '-', 'nichts', 'von', 'solchen', 'Fällen', 'gewußt', 'hätten', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
310,de.news.yahoo.com vom 15.08.2005 [2005-08-15] ,"['Bis', 'zur', 'Ankunft', 'des', 'spanischen', 'Eroberers', 'Hernan', 'Cortez', 'im', 'Jahr', '1519', 'seien', 'derartige', 'Einrichtungen', 'in', 'Europa', 'nicht', 'bekannt', 'gewesen', '.']","['O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
311,http://de.wikipedia.org/wiki/Goldener_Schnitt [2010-01-13] ,"['Eine', 'genaue', 'Überprüfung', 'ergibt', 'jedoch', 'Streuungen', 'des', 'Verhältnisses', 'im', '20-Prozent-Bereich', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
312,http://www.express.de/ratgeber/gesundheit/joggen-fuer-anfaenger---so-geht-s-/-/2490/3458198/-/index.html [2010-05-23] ,"['Wenn', 'Sie', 'dann', 'die', 'Lauf-Lust', 'überkommt', ',', 'können', 'Sie', 'sofort', 'loslegen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
313,http://de.wikipedia.org/wiki/Meinoud_Rost_van_Tonningen [2009-11-23] ,"['So', 'hatte', 'sie', 'eine', 'ausgesprochen', 'prodeutsche', 'Ausrichtung', ',', 'was', 'etwa', 'in', 'der', 'Begeisterung', 'über', 'den', 'Anschluss', 'Österreichs', '1938', 'seinen', 'Ausdruck', 'fand', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCpart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
314,http://www.taz.de/1/politik/europa/artikel/1/aus-fuer-den-markt-der-maerkte/ [2009-08-03] ,"['Den', 'umtriebigen', 'Nachbarn', 'wurden', 'Plätze', 'auf', 'anderen', 'Märkten', 'zugesichert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
315,http://de.wikipedia.org/wiki/Zombie_Night_II [2009-10-11] ,"['Unterwegs', 'kommen', 'sie', 'jedoch', 'an', 'einem', 'verwaisten', 'Industriegelände', 'vorbei', ',', 'beschließen', 'es', 'näher', 'zu', 'erkunden', 'und', 'entdecken', 'neben', 'fließendem', 'Wasser', 'und', 'Lebensmitteln', 'auch', 'eine', 'stabile', 'mit', 'Metalltoren', 'versehende', 'Behausung', 'an', 'einem', 'nahegelegenen', 'Gewässer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
316,http://de.wikipedia.org/wiki/Künstliches_neuronales_Netz [2010-01-04] ,"['Unter', 'anderem', 'können', 'hier', 'auch', 'künstliche', 'neuronale', 'Netze', 'zum', 'Einsatz', 'kommen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
317,"http://www.spiegel.de/netzwelt/web/0,1518,543715,00.html [2008-03-27] ","['Der', 'geschäftige', 'Student', 'gab', 'das', 'Plagiat', 'auf', 'der', 'Stelle', 'zu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
318,http://de.wikipedia.org/wiki/Benjamin_Laney [2009-10-17] ,"['Laney', 'änderte', 'aber', 'seine', 'Meinung', 'und', 'trat', 'dieser', 'Partei', 'nicht', 'bei', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
319,http://de.wikipedia.org/wiki/Michael_Frontzeck [2009-10-28] ,"['In', 'der', 'Saison', '2006/07', 'trat', 'Frontzeck', 'nach', 'drei', 'Spieltagen', 'die', 'Nachfolge', 'von', 'Dieter', 'Hecking', 'als', 'Trainer', 'von', 'Alemannia', 'Aachen', 'an', ',', 'der', 'von', 'Hannover', '96', 'abgeworben', 'worden', 'war', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']",train
320,http://de.wikipedia.org/wiki/Olympische_Winterspiele_2010/Eishockey_(Herren)/Kader [2010-01-15] ,"['Wie', 'wenige', 'Wochen', 'vor', 'der', 'Bekanntgabe', 'in', 'einem', 'Interview', 'angekündigt', ',', 'verzichtete', 'Krupp', 'auf', 'einige', 'Akteure', 'aus', 'der', 'NHL', ',', 'die', 'in', 'ihren', 'Teams', 'nur', 'eine', 'untergeordnete', 'Rolle', 'spielen', ',', 'und', 'griff', 'auf', 'Spieler', 'aus', 'der', 'nationalen', 'Liga', 'zurück', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
321,http://de.wikipedia.org/wiki/Buffalo_Airways [2009-11-20] ,"['Um', '1980', 'schlossen', 'viele', 'Minengesellschaften', 'in', 'den', 'Northwest', 'Territories', ',', 'die', 'von', 'Buffalo', 'Airways', 'mit', 'Gütern', ',', 'Treib-', 'und', 'Brennstoffen', 'versorgt', 'wurden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
322,http://de.wikipedia.org/wiki/Museo_di_Storia_Naturale_(Triest) [2009-10-12] ,"['Forschung', 'und', 'Bildung', 'Einige', 'Räume', 'des', 'Museums', 'sind', 'für', 'Forschungs-', 'und', 'Studienzwecke', 'reserviert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
323,http://de.wikipedia.org/wiki/Daniil_Leonidowitsch_Andrejew [2010-01-16] ,"['Während', 'seiner', 'Gefangenschaft', 'war', 'Andrejew', 'in', 'der', 'Lage', ',', 'einige', 'seiner', 'Gedichte', 'erneut', 'niederzuschreiben', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
324,http://de.wikipedia.org/wiki/OS_B_2/3_(Karlsruhe) [2009-10-06] ,"['Ebenfalls', 'musste', 'eine', 'Klotzbremse', 'eingebaut', 'worden', 'sein', ',', 'deren', 'Ausführung', 'ist', 'nicht', 'bekannt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
325,http://www.jungewelt.de/2010/01-19/023.php [2010-01-18] ,"['Marktführer', ',', 'auf', 'Kosten', 'Thailands', 'weiter', 'zulegen', 'können', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
326,"http://www.aichacher-zeitung.de/vorort/lokalsport/fussball/art106,6502 [2009-04-10] ","['Das', 'sei', 'ihr', 'ausdrücklicher', 'Wunsch', 'gewesen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",train
327,http://www.dvd-palace.de/dvd-review-r5t3032.htm [2009-02-06] ,"['Ansonsten', 'ähneln', 'sich', 'die', 'Spuren', 'weitgehend', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",train
328,http://de.wikipedia.org/wiki/Flughafen_Basel_Mulhouse_Freiburg [2010-01-06] ,"['Im', 'Jahr', '2002', 'gab', 'es', 'einen', 'deutlichen', 'Rückgang', 'bei', 'der', 'Zahl', 'der', 'Passagiere', 'und', 'beim', 'Frachtaufkommen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
329,http://de.wikipedia.org/wiki/CN_Tower [2010-01-16] ,"['Im', 'Mast', 'sind', 'verschiedene', 'Telekommunikationseinrichtungen', 'sowie', 'die', 'Sender', 'für', 'die', 'Radio-', 'und', 'Fernsehprogramme', 'untergebracht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
330,http://de.wikipedia.org/wiki/Postgeschichte_Schwedens [2009-12-21] ,"['Seit', '1925', 'übernimmt', 'die', 'Post', 'die', 'Personenbeförderung', 'mit', 'Postkraftwagen', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
331,giessener-anzeiger.de vom 18.01.2006 [2006-01-18] ,"['Zwei', 'Wochen', 'Orientierungstraining', 'in', 'Wetzlar', 'folgen', 'eine', 'Orienterungswoche', 'und', 'direkt', 'anschließend', 'acht', 'Praktikumswochen', 'in', 'Frankfurt', 'oder', 'dem', 'Rhein-Main-Gebiet', 'sowie', 'eine', 'Woche', 'Abschlussseminar', 'wiederum', 'in', 'Wetzlar', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOCpart', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
332,http://de.wikipedia.org/wiki/J._F._Eustache_de_St._Far [2009-11-27] ,"['St', '.', 'Far', ',', 'französischer', 'Oberingenieur', 'des', 'Brücken', ',', 'und', 'Straßenbaues', ',', 'erstellte', 'auf', 'Befehl', 'des', 'Kaiser', 'Napoleons', 'vom', '1.', 'Oktober', '1804', 'im', 'Jahre', '1805', 'einen', '„', 'Alinirungsplan', '“', 'der', 'Stadt', 'Mainz', '.']","['O', 'O', 'B-PER', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
333,http://de.wikipedia.org/wiki/Zoo_Antwerpen [2009-08-24] ,"['Im', 'Frühling', '1999', 'wurde', 'das', 'Elefantenhaus', 'erweitert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
334,http://www.wedel-schulauer-tageblatt.de/deutschland-welt/wirtschaft/artikeldetails/article/111/studie-tarifvertraege-verlieren-an-bedeutung-1.html [2010-04-06] ,"['Nürnberg/Berlin', '(', 'dpa', ')', '-', 'Branchenbezogene', 'Tarifverträge', 'verlieren', 'nach', 'Erkenntnissen', 'von', 'Arbeitsmarktforschern', 'weiter', 'an', 'Bedeutung', '.']","['B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
335,"http://www.oberpfalznetz.de/onetz/2136234-131-stille_stahl_und_strahlende_sterne,1,0.html [2009-12-28] ","['Der', 'Titel', '""', 'Kulturhauptstadt', 'Europas', '""', 'hat', 'seine', 'eigene', 'Anziehungskraft', ',', 'die', 'sich', 'in', 'einer', 'hohen', 'Besucherzahl', 'widerspiegelt', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
